"created_at","text","user.id_str","user.name","user.location","user.followers_count"
"Sat Dec 09 21:26:34 +0000 2017","RT @CharlieShrem: What is the future of #Bitcoin #Ethereum @Genesis_Vision &amp; @Viberate_com ? I talk about it on the @BBCWorld !… ","2738344108","Steven Ellison","Russia",535
"Sat Dec 09 21:26:34 +0000 2017","RT @AnkorusGlobal: ""Buy ANK"" -Mark Fidelman of Seeking Alpha. ANK token sale now on at https://t.co/hHozW5q3fi.… ","308465446","Jangangilaya","bandung",5329
"Sat Dec 09 21:26:34 +0000 2017","What Mahatma Gandhi said about his struggle to get independence to India, So Satoshi should say about Bitcoin. \n\nFi… https://t.co/CpV3RdZkNR","102324925","Dan Rocky","Danmark",50
"Sat Dec 09 21:26:35 +0000 2017","RT @la_nimboni: I hate to say I told you so, but I told you so. \n\n#Bitcoin #Hacked\n https://t.co/Fswbsbu9SX","32942732","Diane Richards",,1333
"Sat Dec 09 21:26:35 +0000 2017","RT @cryptomanran: A boy asked his bitcoin-investing dad for 1 bitcoin for his birthday. \n\nDad: What? $15,554??? $14,354 is a lot of m… ","337042834","J","Houston, TX",106
"Sat Dec 09 21:26:35 +0000 2017","RT @StephenPunwasi: Hard to justify buying with that MACD setup on Bitcoin here. It's going to need a huge market event to push it high… ","386861642","Hamzah Ali Khan","Toronto / Dubai / London / Kar",1601
"Sat Dec 09 21:26:35 +0000 2017","Just was put in the position that I needed to explain what Bitcoin is to my 96 year old grandmother. She's decided… https://t.co/hg01rHDWFF","460532675","Nick Zaiac","DC via Lancaster, PA",1172
"Sat Dec 09 21:26:35 +0000 2017","GamesBeat Decides 63: Throat Baby Tumblr Memes\n- We explain Kojima ...\n- @sweijuchan tells us what's up with Patreo… https://t.co/2Js5t17zP5","16029775","GB Decides Podcast","Game holes",8545
"Sat Dec 09 21:26:35 +0000 2017","Wild&amp;free 😙♥️😙♥️😙💋💋 Live @XotikaTV  #bitcoin #btc #blockchain #bcash #CryptoCurrencies #altcoins #trading… https://t.co/wSIILkWIj4","2784504652","Royal Tiffany","Italy",13262
"Sat Dec 09 21:26:36 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","939600819355340804","Reva Jones","Al Khor, Qatar",0
"Sat Dec 09 21:26:36 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","939601252324970496","Annie West","Bečej, Srbija",0
"Sat Dec 09 21:26:37 +0000 2017","RT @zerohedge: Bulgaria Government Shocked To Discover It Owns $3 Billion In Bitcoin https://t.co/vQpwqRoIzD","364193773","Kenny.O.S","lagos",87
"Sat Dec 09 21:26:37 +0000 2017","RT @Aztek_btc: I keep hearing people say investing in #bitcoin is risky. Isn't it riskier working a crappy 9 till 5 job whilst gov… ","370054396","Hasan Enes Şahin",,292
"Sat Dec 09 21:26:37 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","937014596367474688","Кира Семенова","Qatar",0
"Sat Dec 09 21:26:37 +0000 2017","RT @AnkorusGlobal: Ankorus is a proud partner of Authoreon and will use its services for client onboarding, KYC, AML and other due dil… ","2825361631","Dedi Rudiana","Indonesia",4872
"Sat Dec 09 21:26:38 +0000 2017","RT @Authoreonio: Thank you @CheddurApp for listing @Authoreonio on your online guide to #cryptocurrency https://t.co/zrRJcHfOT8 #ICO #Bitco…","447367930","Saira",,1942
"Sat Dec 09 21:26:38 +0000 2017","Sat Dec  9 22:26:02 2017 (5:24)\nUSD : 14446.08\nWght: 1.42\nBlk#: 498457\nSize: 1005.6 KB\nTXs:  1777\nPool: 128904 (91.5 MB)\n#bitcoin","736956852764835841","Block Watcher",,273
"Sat Dec 09 21:26:38 +0000 2017","RT @btc: #Bitcoin: World’s biggest bank with no actual cash.\n\n@Uber: World’s largest taxi company that owns no vehicles.… ","468906577","student life",,72
"Sat Dec 09 21:26:38 +0000 2017","RT @kucoincom: Retweet this post after following KuCoin to get RChain listed next week @rchain_coop\n#RChain #KuCoin #ICO #Crypto… ","2660204932","Sarah Sakellariou",,43
"Sat Dec 09 21:26:38 +0000 2017","I am jelly. https://t.co/FdyJwnyb0Y","459254738","Max Disruption ₿","Technopolis",663
"Sat Dec 09 21:26:38 +0000 2017","RT @buellerff: Bought 563 bitcoin in 2011 for $6.13 each. I will randomly pick 6 people who retweet this and give one to each of y… ","59424092","Giuseppe Gangi","Alemania",11225
"Sat Dec 09 21:26:38 +0000 2017","""there is more happiness in giving than in receiving"" \n\nhelp to realize my dream.\nGive me a donation in bitcoin.\n w… https://t.co/5NbxD93E9E","767571331680444416","Adriano O Feitosa","Brasil",91
"Sat Dec 09 21:26:39 +0000 2017","RT @parabolictrav: I've also decided I'm going to setup a Patreon account. My whole focus is going to provide the Investment Advisor e… ","712327772270665728","A. Hannan Ismail","The Free Internet",1330
"Sat Dec 09 21:26:39 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","939602854142185477","Jene Parker","Tunisia",0
"Sat Dec 09 21:26:39 +0000 2017","RT @nntaleb: Bitcoin: my answer to the repeated questions.\nNo, there is NO way to properly short the bitcoin ""bubble"". Any strat… ","18231070","M.M","Nairobi, Kenya",1441
"Sat Dec 09 21:26:40 +0000 2017","RT @SheriUcar: https://t.co/Jyoz7WCR3Z,  Blockstream is “currently paying off many of the key Bitcoin ""Core"" software developers”… ","937268075237400576","Bitcoin & Blockchain News Belgium, Europe & Global","Belgium",42
"Sat Dec 09 21:26:40 +0000 2017","RT @ico_report: The Largest Channel about ICO in Telegram https://t.co/zOt4zUK5Ig\n💯 ICO Reports &amp; Crypto News🤘  \n📅 Сalendar &amp; Analy… ","855696221897465860","Лиза Роман","Тагил",22
"Sat Dec 09 21:26:40 +0000 2017","It’s my lucky day, I found a bitcoin on the ground","3156236839","zach","Orlando, FL",369
"Sat Dec 09 21:26:40 +0000 2017","RT @BillRatchet: the year is 2050\n\ni just bought a gram of mid for .002 bitcoin","820866776837844992","The X","Doral, FL",360
"Sat Dec 09 21:26:41 +0000 2017","RT @cryptomanran: Repeat after me: When the futures launches tomorrow and the price starts to do crazy things, I WILL NOT SELL MY BITCOIN!","384427509","Ex",,43
"Sat Dec 09 21:26:41 +0000 2017","RT @notwokieleaks: There are going to be 21 million bitcoins.  At a valuation of 1 billion dollars each, Bitcoin would have a total va… ","795386576587079681","ᴵ ˡᵒᵛᵉ ᵗʰᶦˢ ʷᵒᵐᵃⁿ ᵃⁿᵈ ʰᵉʳ ᶜᵘʳᵛʸ ᵇᵒᵈʸ. ᴬˢ ᵃ ᵗᵉᵉⁿᵃᵍᵉ",,64
"Sat Dec 09 21:26:41 +0000 2017","#Bitcoin Social Sentiment is currently MIXED (-2). Visit https://t.co/BCZzlVBhQH to find out why. $BTC $BTCUSD","938832932487262209","bitcoinprotrading",,2
"Sat Dec 09 21:26:41 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","939597346232561664","Леська","Chile",0
"Sat Dec 09 21:26:42 +0000 2017","RT @LegendOfCrypto: Most newbies just got involved to make a quick buck. But if you really took time to understand what bitcoin really… ","897130996386205696","Domagoj Naftaplin","Zagreb, Croatia",180
"Sat Dec 09 21:26:42 +0000 2017","Is bitcoin really worth $10000? https://t.co/jNZqLF2bAm via @YouTube","939560564199772161","Sabah Mahmoud",,1
"Sat Dec 09 21:26:43 +0000 2017","RT @cryptonetix: Days like today make me a happy “Crypto” chap\n\nAnother Bitcoin rise wakes up the rest of the top 10 by market cap w… ","514101507","Fernando Garay","Bahía Blanca, Argentina",2556
"Sat Dec 09 21:26:43 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","939579588660940800","Mendy Wilkinson",,0
"Sat Dec 09 21:26:43 +0000 2017","RT @TheStreet: Bitcoin's explosion higher has @JimCramer wondering ""Where are the sellers?"" https://t.co/4mHzmzuAE9 https://t.co/5cGcKdMuwJ","16291894","Director JC","San Francisco, CA",441
"Sat Dec 09 21:26:43 +0000 2017","RT @maxkeiser: In 1987 post-crash, the PPT (Plunge Protection Team; Reagan, Rubin, Greenspan) took control of markets with govt fi… ","706936969289269248","INFO.2JGP",,36
"Sat Dec 09 21:26:43 +0000 2017","@Lucygmad the bitcoin you acquired to buy your **** **","21277327","jackers","los angeles",334
"Sat Dec 09 21:26:44 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","904163250014584832","Stasia Stephane",,0
"Sat Dec 09 21:26:44 +0000 2017","""I got big coins, u got bitcoin, we invest different","16240250","sherm/morgan","The District",19094
"Sat Dec 09 21:26:44 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","830252363013185538","Felicitas Markley",,0
"Sat Dec 09 21:26:44 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","894879492354654210","Annetta Wilkinson",,0
"Sat Dec 09 21:26:44 +0000 2017","RT @vinnehvincent: Bitcoin futures should be interesting. Apparently they halt trading automatically when a +/- 5% occurs. 😂 Shits goi… ","720855997","Lefifi Cooper","Polokwane / Durban",200
"Sat Dec 09 21:26:44 +0000 2017","RT @cryptomanran: A boy asked his bitcoin-investing dad for 1 bitcoin for his birthday. \n\nDad: What? $15,554??? $14,354 is a lot of m… ","2188346634","Only Me Is Men","Here, There, Earth.",1058
"Sat Dec 09 21:26:44 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","937024661803749376","Алёна Завьялова","Santiago, Chile",1
"Sat Dec 09 21:26:44 +0000 2017","What can you buy with bitcoins? https://t.co/8DHoGbI32y #QA #Bitcoin","2348577824","฿ Bitcoin w/♥ ฿",,3632
"Sat Dec 09 21:26:45 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","936958269435736064","Ксения Коломеец","Amphoe Bang Pa-in",0
"Sat Dec 09 21:26:45 +0000 2017","RT @dbrand: 10 companies that are worth less than Bitcoin:\n1. Wal-Mart\n2. Visa\n3. Intel\n4. AT&amp;T\n5. Coca-Cola\n6. Home Depot\n7. V… ","752258671955046400","✨ Topless_ZHP✨","Sarasota, FL",31
"Sat Dec 09 21:26:45 +0000 2017","RT @statsgh: Ghana gave Woyome GHs51 million in 2010. \n ($22millon at the time)\n\nBitcoin was $1 at the same time. \n\nIf we had pu… ","291254453","Walderbs","Earth",991
"Sat Dec 09 21:26:46 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","937001746961874944","Н. Заборских","Ухта, Россия",3
"Sat Dec 09 21:26:46 +0000 2017","RT @gtkilla13: Half a bitcoin giveaway","939049961932640256","Eric","Italy",12
"Sat Dec 09 21:26:46 +0000 2017","RT @maxkeiser: The motivation of the biggest HODL’ers in #Bitcoin is primarily to escape the fiat Ponzi nightmare. The reason they… ","922444294815932416","Pfret",,3
"Sat Dec 09 21:26:46 +0000 2017","RT @daman7775: The First #Blockchain fintech company that bridges blockchain and #cryptocurrencies to traditional capital markets.… ","3003612909","Кравченко Александр","Украина",2575
"Sat Dec 09 21:26:46 +0000 2017","Wtf is bitcoin","571891982","Kenz","Washington, DC",2011
"Sat Dec 09 21:26:46 +0000 2017","RT @cryptomanran: A boy asked his bitcoin-investing dad for 1 bitcoin for his birthday. \n\nDad: What? $15,554??? $14,354 is a lot of m… ","776574561093648384","Essell",,17
"Sat Dec 09 21:26:47 +0000 2017","RT @JarrodAlonge: Bought 3,682,500 bitcoin in 2016 for $0.47 each. I will pick 3,000 random people who retweet this and give one to e… ","373999749","w","Nashville, TN",818
"Sat Dec 09 21:26:47 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","905675610508238848","Soo Green",,1
"Sat Dec 09 21:26:47 +0000 2017","When is @hashflare going to stop raising the minimum #BTC #Bitcoin withdrawal?","2306985379","Mike's Bitcoin News","Accepted Worldwide",113
"Sat Dec 09 21:26:48 +0000 2017","RT @CamiRusso: Bitcoin jokes https://t.co/1kieAvrc3K","14639500","Thomas J. Quinlan","London, UK",1707
"Sat Dec 09 21:26:48 +0000 2017","Alright I'm going to give away 5 of the 250 Bitcoin I found. 1 each to 5 people. Just retweet this, follow me and c… https://t.co/f1rY949Vmz","939320272750104576","Glen Atkinson","New York, USA",2
"Sat Dec 09 21:26:48 +0000 2017","RT @TravWeav: Bought 1,500 bitcoin in 2011 for $2.87 each. I will pick 5 random people who retweet this and give one to each of y… ","2148164318","Lyon2020","Lyon, France",325
"Sat Dec 09 21:26:48 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","896089387754278912","Dolores Soria",,1
"Sat Dec 09 21:26:48 +0000 2017","""Using [on-chain settled] Bitcoin for consumer purchases is akin to driving a Concorde jet down the street to pick… https://t.co/udUnnEjIJp","319071173","Ben Hakes","Here",260
"Sat Dec 09 21:26:49 +0000 2017","RT @OPzehan: Bitcoin giveaway retweet and like and follow me and I'll reveal 4 winners by Christmas","939606494810689537","pet posts",,0
"Sat Dec 09 21:26:49 +0000 2017","RT @buellerff: Bought 563 bitcoin in 2011 for $6.13 each. I will randomly pick 6 people who retweet this and give one to each of y… ","852104197","♛Ravi $harma♛","Brampton, Ontario",273
"Sat Dec 09 21:26:49 +0000 2017","RT @info_zeusteam: First #EcoMining in the World - #ZEUS! -&gt; https://t.co/xkiHQnaV0B\n\n#ICO #invest #investment #innovate #innovation… ","724249733804494849","Nikolai Matus","Гатчина",988
"Sat Dec 09 21:26:49 +0000 2017","If you know of a similar warm fuzzy gathering around Bitcoin send it to me and I'll post it too. Thanks.","2200411134","Yūgen","Brampton Ontario",307
"Sat Dec 09 21:26:49 +0000 2017","RT @AaronMald_: Twitter got everyone thinking they’re some genius financial advisor cause they found out about bitcoin this week.","725145219533012994","gigi","Manhattan, NY",454
"Sat Dec 09 21:26:50 +0000 2017","@SmilesUK I think that yeah, we're gonna have a main cryptocurrency and loads of little smaller ones, but like, rig… https://t.co/zT3rsv9r0g","37991042","fooly cooly",,3034
"Sat Dec 09 21:26:50 +0000 2017","RT @GetWala: Join Wala CTO @ross_mcewan at the Heavy Chef Cape Town event while we pitch as one of the top 5 most exciting start… ","295010852","Stanislav11",,3483
"Sat Dec 09 21:26:50 +0000 2017","RT @StephenAtHome: Wow, if I had invested $1,000 in Bitcoin last week, today I would have... still no idea how Bitcoin works.","913080546","Taylor","Tempe, AZ",490
"Sat Dec 09 21:26:50 +0000 2017","RT @buellerff: Bought 563 bitcoin in 2011 for $6.13 each. I will randomly pick 6 people who retweet this and give one to each of y… ","817245054314147841","Nick",,6
"Sat Dec 09 21:26:50 +0000 2017","RT @TheRealNikolarn: A boy asked his bitcoin-investing dad for 1 bitcoin for his birthday. \n\nDad: What? $15,554??? $14,354 is a lot of m… ","163102713","Krittika Krishnan",,19
"Sat Dec 09 21:26:51 +0000 2017","RT @AnkorusGlobal: Detailed discussion between CEO and adviser. Token sale now on at https://t.co/hHozW5q3fi\nhttps://t.co/Sh9oqfAzDO… ","864623798217306112","p3ppymon",,1328
"Sat Dec 09 21:26:51 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","936945059202662401","Виктория Миронова","New Taipei City, Taiwan",2
"Sat Dec 09 21:26:51 +0000 2017","RT @StephenAtHome: Wow, if I had invested $1,000 in Bitcoin last week, today I would have... still no idea how Bitcoin works.","2155647984","x-mayne","Seattle, WA",171
"Sat Dec 09 21:26:51 +0000 2017","RT @StephenAtHome: Wow, if I had invested $1,000 in Bitcoin last week, today I would have... still no idea how Bitcoin works.","2926207877","george like georgetown","Queens, NY",536
"Sat Dec 09 21:26:51 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","933819714261995520","Jolene Link","Plottier, Argentina",1
"Sat Dec 09 21:26:51 +0000 2017","RT @AnkorusGlobal: ANK token sale on now at https://t.co/hHozW5q3fi #Ankorus #ICO #ANK #bitcoin #bitcoinfutures #cryptocurrency… ","896395382514749443","Сергей Бреус","Украина",4113
"Sat Dec 09 21:26:51 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","892831475070009345","Lu sana","Al Uyayna",0
"Sat Dec 09 21:26:51 +0000 2017","Truer words have never been spoken...😂😂😜 https://t.co/zQXWxxR5nz","926949357294940160","Matt [LTC]","Bost",205
"Sat Dec 09 21:26:52 +0000 2017","https://t.co/nsdpabecQA Buy Bitcoins With Credit Card  #BitTVS #Bitcoin #cryptocurrency #ethereum  #Dogecoin","752911111721279488","ron",,0
"Sat Dec 09 21:26:51 +0000 2017","😆when you're pulling all nighters nowadays! #cryptocurrency #Blockchain #altcoins #CryptoMarkets $BTC $LTC #bitcoin https://t.co/RZQD7YQYP3","936093247675486209","Crypto Patel",,29
"Sat Dec 09 21:26:52 +0000 2017","RT @GBDecides: GamesBeat Decides 63: Throat Baby Tumblr Memes\n- We explain Kojima ...\n- @sweijuchan tells us what's up with Patreo… ","14789070","Jeffrey Grubb","Denver",6693
"Sat Dec 09 21:26:51 +0000 2017","RT @Traveling_89: https://t.co/mFiCRcodTC\n#Bitcoin #AI &amp; #Bigdata how #smartphones 'd help to a greener #Urbanism in #Smartcities… ","124010116","Jung Tran 89 📷 #𝓐i","Canada, Vietnam,  #California",2989
"Sat Dec 09 21:26:52 +0000 2017","RT @GBDecides: GamesBeat Decides 63: Throat Baby Tumblr Memes\n- We explain Kojima ...\n- @sweijuchan tells us what's up with Patreo… ","20396481","GamesBeat","San Francisco, CA",181767
"Sat Dec 09 21:26:52 +0000 2017","RT @Shanehasabeard: Haha, I feel sorry for all you losers who missed out on the Bitcoin train. You should've bought in years ago, like… ","43604606","Shana","Calgary, Alberta",101
"Sat Dec 09 21:26:52 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","829924599605243905","Delsie Son",,0
"Sat Dec 09 21:26:53 +0000 2017","RT @MattsIdeaShop: BREAKING: 16-year-old, Blake Nelson (User Name: Gamerz4Lyfe), Buys The Country Of Venezuela For 3 Bitcoin. Nelson:… ","603257614","ＣｏｍａｎｄａｎｔｅＳｕｐｒｅｍｏ","Venezuela",37
"Sat Dec 09 21:26:53 +0000 2017","I wonder how much money I would make if my entire investment thesis was to do the direct opposite of what Jim Crame… https://t.co/k8yesRLBKH","98361433","Osarumen Osamuyi","Lagos, Nigeria",6661
"Sat Dec 09 21:26:53 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","939601245391659008","Maryrose riva",,0
"Sat Dec 09 21:26:53 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","884180027046342657","Kaleigh Gleser",,0
"Sat Dec 09 21:26:53 +0000 2017","RT @DKThomp: What we talk about when we talk about the bitcoin bubble https://t.co/032UBOXZXu https://t.co/cB17dtZXEl","45747435","Rhonda Bozich","Prospect, KY",396
"Sat Dec 09 21:26:53 +0000 2017","RT @tokenpay: JAPANESE WEBINAR EVENT \nWhen: Monday, Dec. 11th.\nTime: 7AM EST / 9PM (JAPAN)\nWith: CEO Derek Capo.\nGo to:… ","2825361631","Dedi Rudiana","Indonesia",4872
"Sat Dec 09 21:26:53 +0000 2017","Price Analysis, December 09: #Bitcoin, Ethereum, Bitcoin Cash, Ripple, Litecoin, Dash https://t.co/MBYl0NTeAD via… https://t.co/JcEDw3UwfN","1466726246","Coinboard","London, United Kingdom",5251
"Sat Dec 09 21:26:54 +0000 2017","RT @notwokieleaks: Broke: Is bitcoin a bubble\n\nWoke: Is bitcoin a Ponzi scheme","795386576587079681","ᴵ ˡᵒᵛᵉ ᵗʰᶦˢ ʷᵒᵐᵃⁿ ᵃⁿᵈ ʰᵉʳ ᶜᵘʳᵛʸ ᵇᵒᵈʸ. ᴬˢ ᵃ ᵗᵉᵉⁿᵃᵍᵉ",,64
"Sat Dec 09 21:26:54 +0000 2017","RT @Doomric: Put $14.00 into bitcoin last Thursday sitting on $22.00 now lmaoo idk how y’all do that 9-5 shit","522517350","Joanna Marie.",,713
"Sat Dec 09 21:26:54 +0000 2017","RT @Dockside_GB: I AM GIVING 10K CIF COIN TO ONE LUCKY PERSON WHO LIKES AND RETWEETS THIS ON 1ST OF JAN 2018. Buy CIF COIN 5% FREE U… ","3003612909","Кравченко Александр","Украина",2575
"Sat Dec 09 21:26:55 +0000 2017","I’m completely fascinated by Bitcoin and crypto currencies...","2798133402","ìӀӀҍօվ",,673
"Sat Dec 09 21:26:55 +0000 2017","New #bitcoin block at height 498458: 1,673 transactions for 6,238.52762424 #BTC ($88,632,384) Size 1010kB Weight: 3992kWU #blockchain","918374201467080705","BtcHook","The Internets",28
"Sat Dec 09 21:26:55 +0000 2017","RT @TheRealNikolarn: A boy asked his bitcoin-investing dad for 1 bitcoin for his birthday. \n\nDad: What? $15,554??? $14,354 is a lot of m… ","2175331064","Saul Garza","Noblesville, IN",240
"Sat Dec 09 21:26:55 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","939602708373299200","Eilene Christensen","Indonesia",0
"Sat Dec 09 21:26:55 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","937018737345093637","Екатерина Борисова","Kazakhstan",8
"Sat Dec 09 21:26:55 +0000 2017","RT @TravWeav: Bought 1,500 bitcoin in 2011 for $2.87 each. I will pick 5 random people who retweet this and give one to each of y… ","150550923","☜(˚▽˚)☞ 🔑",,7
"Sat Dec 09 21:26:55 +0000 2017","RT @AnkorusGlobal: Ankorus explained in a minute. Token sale now on at https://t.co/hHozW5q3fi. - https://t.co/BxadX3GSp6\n#Ankorus… ","864623798217306112","p3ppymon",,1328
"Sat Dec 09 21:26:56 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","856275386430349317","Crista Stubblefield",,0
"Sat Dec 09 21:26:57 +0000 2017","RT @buellerff: Bought 563 bitcoin in 2011 for $6.13 each. I will randomly pick 6 people who retweet this and give one to each of y… ","2485264484","AQ"," ",286
"Sat Dec 09 21:26:58 +0000 2017","RT @notwokieleaks: @suvyboy People are literally arguing bitcoin will reach valuations that would make it more expensive than all asse… ","795386576587079681","ᴵ ˡᵒᵛᵉ ᵗʰᶦˢ ʷᵒᵐᵃⁿ ᵃⁿᵈ ʰᵉʳ ᶜᵘʳᵛʸ ᵇᵒᵈʸ. ᴬˢ ᵃ ᵗᵉᵉⁿᵃᵍᵉ",,64
"Sat Dec 09 21:26:57 +0000 2017","RT @QuantBot: Listen up #JamieDimon https://t.co/DHeV1Xqjgp","3866092574","*",,140
"Sat Dec 09 21:26:58 +0000 2017","RT @earthtokens: 7 Days to go until the end of the Pre-sale - get your EARTH Token plus 30% bonus! https://t.co/wKNeTXb1aK #ico… ","1160935710","Raymond Lymon","Los Angeles, California",276
"Sat Dec 09 21:26:58 +0000 2017","Is Bitcoin a bubble? Here’s what two bubble experts told us https://t.co/k5GfjSkxEB","3161768583","mauri",,3068
"Sat Dec 09 21:26:58 +0000 2017","RT @AnkorusGlobal: ""Buy ANK"" -Mark Fidelman of Seeking Alpha. ANK token sale now on at https://t.co/hHozW5q3fi.… ","864623798217306112","p3ppymon",,1328
"Sat Dec 09 21:26:58 +0000 2017","RT @Cointelegraph: What is up with the crypto market right before the futures trading opening? https://t.co/Hc5cJV6Goj","90161283","♔NetworkKorea♕","Seoul / South Korea",34773
"Sat Dec 09 21:26:59 +0000 2017","RT @buellerff: Bought 563 bitcoin in 2011 for $6.13 each. I will randomly pick 6 people who retweet this and give one to each of y… ","413639723","lil poodlehead","Bay to LA",552
"Sat Dec 09 21:26:59 +0000 2017","RT @miscreantpig: Bought mad bitcoin when it was like $300 but spent it all and now I’m just :/","917058379872432128","Cryptovaleur",,668
"Sat Dec 09 21:26:59 +0000 2017","RT @nite0wl: Bought 70000000000000000000000 bitcoin in 1893 for a ha'penny farthing. I will pick 984 random people who retweet t… ","3188080974","Neel","India",11
"Sat Dec 09 21:26:59 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","914388504980975616","Sindy Hughes",,0
"Sat Dec 09 21:27:00 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","837232596601929728","Kelly Cathcart",,0
"Sat Dec 09 21:27:00 +0000 2017","RT @buellerff: Bought 563 bitcoin in 2011 for $6.13 each. I will randomly pick 6 people who retweet this and give one to each of y… ","1720849928","Colin Hall","Glen Ellyn, IL",71
"Sat Dec 09 21:27:00 +0000 2017","Dont miss out on the Bitcoin Boom again 📈\n\nFREE $10 of Bitcoin 💵💵\n\nIf you use my refferal Link for Coinbase \n\nWe bo… https://t.co/MP3ziXn8CW","877070863173992449","Molly",,420
"Sat Dec 09 21:27:00 +0000 2017","RT @DavidLetternan: I bought 3,500 bitcoin in 2011 for $2.78 each. I will pick 50 random people who retweet this and give one to each o… ","827688641044439040","wykrystal",,5
"Sat Dec 09 21:27:00 +0000 2017","RT @buellerff: Bought 563 bitcoin in 2011 for $6.13 each. I will randomly pick 6 people who retweet this and give one to each of y… ","369966229","St. Warona.","JHB/CPT",501
"Sat Dec 09 21:27:00 +0000 2017","RT @devnullius: What exactly is the Crypto Improvement Fund? Is $CIF some kind of mutual fund? https://t.co/v1pP2Bq3UO\n\n#bitcoin #ico $CIF…","3003612909","Кравченко Александр","Украина",2575
"Sat Dec 09 21:27:01 +0000 2017","RT @cnLedger: More crypto candies coming? 7 BTC forks, 2 ETH forks:\n\nDec 12 Bitcoin Hot\nDec 13 Super Bitcoin\nDec 23 Lightning Bit… ","875535465654497280","AtHomeCrypto","Peachtree City, GA",121
"Sat Dec 09 21:27:01 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","887900892627959808","Emilia Dinsmore",,1
"Sat Dec 09 21:27:01 +0000 2017","RT @cryptomanran: A boy asked his bitcoin-investing dad for 1 bitcoin for his birthday. \n\nDad: What? $15,554??? $14,354 is a lot of m… ","36352707","George Papadopoulos","Novi, Michigan",10777
